risk_event_id,shipment_id,warehouse_id,supplier_id,product_id,event_date,risk_category,risk_type,severity,impact_area,estimated_loss,status,root_cause,resolution_action,resolved_date
RSK000172,SHP011236,5,217,1538,28-05-2025,Supplier,Supplier Capacity Issue,Medium,Shipment,20953,Mitigated,Warehouse power outage,Increased safety stock,05-06-2025
RSK000173,SHP000285,25,416,4267,10-12-2025,Inventory,Inventory Mismatch,Low,Supplier,4609,Investigating,Packaging quality issue,Emergency procurement completed,
RSK000174,SHP006108,4,462,2760,07-02-2025,Logistics,Lost Shipment,Low,Supplier,3986,Mitigated,Packaging quality issue,Additional quality inspection,21-02-2025
RSK000175,SHP000589,25,472,4420,04-09-2025,Warehouse,Power Failure,Medium,Inventory,7926,Investigating,Packaging quality issue,Expedited shipment,
RSK000176,SHP010728,18,129,2234,20-01-2025,Logistics,Wrong Delivery,Medium,Warehouse,18043,Open,Packaging quality issue,Warehouse maintenance completed,
RSK000177,SHP006906,2,218,2475,10-08-2025,Supplier,Late Delivery,Medium,Supplier,14144,Resolved,Heavy rainfall disrupted transport,Expedited shipment,22-08-2025
RSK000178,SHP012795,2,350,1191,17-12-2025,Logistics,Shipment Delay,Low,Inventory,2458,Resolved,Customs clearance delay,Warehouse maintenance completed,27-12-2025
RSK000179,SHP014870,7,175,2396,15-07-2025,Inventory,Stockout,Medium,Supplier,10868,Resolved,Packaging quality issue,Insurance claim initiated,17-07-2025
RSK000180,SHP004226,23,378,4700,07-03-2025,Warehouse,Fire Alarm,Low,Customer,1034,Mitigated,Supplier production delay,Route optimized,18-03-2025
RSK000181,SHP006127,9,433,1776,11-05-2025,Logistics,Shipment Delay,High,Customer,47319,Resolved,Packaging quality issue,Increased safety stock,20-05-2025
RSK000182,SHP009227,22,423,3123,02-01-2025,Inventory,Inventory Mismatch,Low,Warehouse,4476,Investigating,Customs clearance delay,Additional quality inspection,
RSK000183,SHP013001,11,110,3189,30-08-2025,Inventory,Stockout,High,Inventory,65674,Investigating,Packaging quality issue,Insurance claim initiated,
RSK000184,SHP008023,7,41,4847,20-06-2025,Logistics,Lost Shipment,Critical,Inventory,321018,Resolved,Packaging quality issue,Assigned alternate supplier,30-06-2025
RSK000185,SHP009558,21,184,107,04-05-2025,Logistics,Wrong Delivery,Medium,Shipment,9003,Mitigated,Supplier production delay,Route optimized,10-05-2025
RSK000186,SHP003324,24,430,2242,08-04-2025,Supplier,Supplier Capacity Issue,Medium,Customer,22706,Resolved,Packaging quality issue,Increased safety stock,21-04-2025
RSK000187,SHP014876,20,313,4313,30-03-2025,Logistics,Shipment Delay,Low,Customer,4495,Resolved,Vehicle mechanical failure,Emergency procurement completed,12-04-2025
RSK000188,SHP011508,19,416,1265,25-06-2025,Inventory,Inventory Mismatch,Low,Shipment,3266,Mitigated,Incorrect inventory records,Expedited shipment,04-07-2025
RSK000189,SHP003223,19,24,3387,30-03-2025,Inventory,Inventory Mismatch,Critical,Customer,285315,Resolved,Warehouse power outage,Expedited shipment,13-04-2025
RSK000190,SHP005916,8,225,1616,11-04-2025,Logistics,Lost Shipment,High,Supplier,55243,Investigating,Packaging quality issue,Assigned alternate supplier,
RSK000191,SHP008385,14,112,509,09-11-2025,Logistics,Shipment Delay,High,Customer,31616,Resolved,Packaging quality issue,Emergency procurement completed,15-11-2025
RSK000192,SHP008946,2,386,2032,05-06-2025,Supplier,Supplier Capacity Issue,Low,Customer,1224,Mitigated,Vehicle mechanical failure,Assigned alternate supplier,10-06-2025
RSK000193,SHP007460,19,99,725,18-05-2025,Inventory,Stockout,Low,Warehouse,3798,Resolved,Poor demand forecasting,Insurance claim initiated,29-05-2025
RSK000194,SHP004032,17,377,3606,06-11-2025,Inventory,Stockout,High,Customer,78501,Resolved,Heavy rainfall disrupted transport,Route optimized,18-11-2025
RSK000195,SHP000299,10,329,2485,13-02-2025,Logistics,Wrong Delivery,Low,Warehouse,3147,Mitigated,Poor demand forecasting,Emergency procurement completed,24-02-2025
RSK000196,SHP002901,25,134,2751,16-10-2025,Logistics,Shipment Delay,High,Supplier,73082,Open,Warehouse power outage,Expedited shipment,
RSK000197,SHP011960,7,276,3536,20-12-2025,Supplier,Supplier Capacity Issue,Medium,Inventory,11879,Resolved,Packaging quality issue,Warehouse maintenance completed,30-12-2025
RSK000198,SHP006513,17,259,1361,30-07-2025,Logistics,Wrong Delivery,High,Supplier,72762,Mitigated,Warehouse power outage,Expedited shipment,05-08-2025
RSK000199,SHP006134,12,149,1007,29-07-2025,Logistics,Wrong Delivery,High,Warehouse,52269,Resolved,Supplier production delay,Additional quality inspection,30-07-2025
RSK000200,SHP013289,23,132,4679,11-05-2025,Logistics,Route Blockage,Medium,Customer,18382,Investigating,Heavy rainfall disrupted transport,Expedited shipment,
RSK000201,SHP011396,18,338,605,30-08-2025,Inventory,Overstock,Low,Shipment,4668,Resolved,Packaging quality issue,Expedited shipment,05-09-2025
RSK000202,SHP000852,1,446,1343,23-07-2025,Supplier,Supplier Capacity Issue,Low,Customer,3663,Resolved,Warehouse power outage,Emergency procurement completed,04-08-2025
RSK000203,SHP002302,17,420,4986,02-06-2025,Logistics,Route Blockage,Low,Shipment,1701,Resolved,Poor demand forecasting,Route optimized,05-06-2025
RSK000204,SHP009871,7,107,465,25-01-2025,Logistics,Lost Shipment,Low,Inventory,4468,Resolved,Incorrect inventory records,Increased safety stock,06-02-2025
RSK000205,SHP007309,4,228,255,19-06-2025,Inventory,Overstock,High,Supplier,78847,Resolved,Packaging quality issue,Expedited shipment,25-06-2025
RSK000206,SHP008012,6,303,2633,13-02-2025,Logistics,Route Blockage,Low,Warehouse,1692,Resolved,Warehouse power outage,Increased safety stock,15-02-2025
RSK000207,SHP012790,21,215,3480,04-09-2025,Inventory,Stockout,Medium,Supplier,20877,Resolved,Packaging quality issue,Warehouse maintenance completed,11-09-2025
RSK000208,SHP014233,15,61,1394,12-09-2025,Logistics,Wrong Delivery,Low,Inventory,4783,Mitigated,Customs clearance delay,Emergency procurement completed,22-09-2025
RSK000209,SHP008364,10,342,4428,22-11-2025,Supplier,Material Shortage,Low,Supplier,4612,Investigating,Customs clearance delay,Expedited shipment,
RSK000210,SHP000948,7,481,354,12-01-2025,Product Quality,Packaging Damage,Low,Shipment,1368,Resolved,Warehouse power outage,Increased safety stock,17-01-2025
RSK000211,SHP013500,9,344,819,13-03-2025,Logistics,Wrong Delivery,Medium,Inventory,5273,Investigating,Warehouse power outage,Emergency procurement completed,
RSK000212,SHP001750,9,204,4503,18-02-2025,Warehouse,Storage Capacity Full,High,Warehouse,49483,Resolved,Customs clearance delay,Emergency procurement completed,27-02-2025
RSK000213,SHP008504,18,155,580,31-08-2025,Logistics,Lost Shipment,High,Customer,29112,Mitigated,Supplier production delay,Increased safety stock,10-09-2025
RSK000214,SHP011377,12,249,4861,10-03-2025,Logistics,Wrong Delivery,Low,Inventory,694,Resolved,Supplier production delay,Additional quality inspection,14-03-2025
RSK000215,SHP002146,20,297,2185,05-12-2025,Product Quality,Damaged Goods,Low,Supplier,4519,Resolved,Heavy rainfall disrupted transport,Route optimized,08-12-2025
RSK000216,SHP000784,23,298,4438,25-05-2025,Inventory,Overstock,Low,Customer,2229,Mitigated,Warehouse power outage,Warehouse maintenance completed,28-05-2025
RSK000217,SHP005122,7,290,4073,08-05-2025,Inventory,Inventory Mismatch,Low,Customer,1901,Resolved,Incorrect inventory records,Increased safety stock,11-05-2025
RSK000218,SHP000073,25,299,3555,11-04-2025,Product Quality,Damaged Goods,Medium,Shipment,7281,Resolved,Customs clearance delay,Warehouse maintenance completed,23-04-2025
RSK000219,SHP010796,4,390,4110,31-01-2025,Supplier,Late Delivery,Low,Shipment,2136,Resolved,Poor demand forecasting,Additional quality inspection,10-02-2025
RSK000220,SHP011795,9,66,2315,19-09-2025,Logistics,Wrong Delivery,High,Customer,46915,Resolved,Poor demand forecasting,Route optimized,30-09-2025
RSK000221,SHP005768,7,375,3898,21-06-2025,Product Quality,Manufacturing Defect,High,Warehouse,40830,Resolved,Packaging quality issue,Increased safety stock,22-06-2025
RSK000222,SHP014872,7,484,15,29-05-2025,Supplier,Late Delivery,Medium,Shipment,17121,Investigating,Heavy rainfall disrupted transport,Additional quality inspection,
RSK000223,SHP000134,21,263,2691,19-07-2025,Supplier,Late Delivery,High,Inventory,34427,Resolved,Supplier production delay,Additional quality inspection,29-07-2025
RSK000224,SHP013097,8,178,1605,09-04-2025,Warehouse,Storage Capacity Full,High,Supplier,33134,Resolved,Poor demand forecasting,Increased safety stock,14-04-2025
RSK000225,SHP011484,16,214,4231,17-06-2025,Logistics,Wrong Delivery,Low,Supplier,1542,Investigating,Incorrect inventory records,Increased safety stock,
RSK000226,SHP014996,14,236,4487,05-10-2025,Inventory,Stockout,Medium,Customer,20068,Resolved,Warehouse power outage,Expedited shipment,11-10-2025
RSK000227,SHP003681,9,381,2125,18-12-2025,Warehouse,Fire Alarm,Low,Customer,1710,Resolved,Supplier production delay,Route optimized,28-12-2025
RSK000228,SHP010537,17,111,3012,02-08-2025,Weather,Flood,Medium,Shipment,6778,Resolved,Vehicle mechanical failure,Warehouse maintenance completed,15-08-2025
RSK000229,SHP013857,22,34,752,29-10-2025,Supplier,Material Shortage,High,Warehouse,99308,Resolved,Warehouse power outage,Warehouse maintenance completed,12-11-2025
RSK000230,SHP009831,8,130,2443,14-04-2025,Warehouse,Fire Alarm,Medium,Customer,10923,Resolved,Poor demand forecasting,Route optimized,15-04-2025
RSK000231,SHP009809,15,441,1556,21-04-2025,Product Quality,Damaged Goods,Low,Customer,1046,Resolved,Packaging quality issue,Increased safety stock,24-04-2025
RSK000232,SHP002990,12,155,4581,03-04-2025,Warehouse,Fire Alarm,Low,Shipment,3358,Resolved,Heavy rainfall disrupted transport,Route optimized,16-04-2025
RSK000233,SHP002187,4,378,1346,02-08-2025,Warehouse,Equipment Failure,Low,Warehouse,3860,Resolved,Packaging quality issue,Expedited shipment,03-08-2025
RSK000234,SHP006380,10,314,2227,28-09-2025,Logistics,Shipment Delay,High,Customer,85044,Resolved,Heavy rainfall disrupted transport,Increased safety stock,06-10-2025
RSK000235,SHP011825,12,426,3481,19-05-2025,Logistics,Lost Shipment,Low,Customer,4018,Investigating,Packaging quality issue,Assigned alternate supplier,
RSK000236,SHP011984,5,143,704,24-11-2025,Product Quality,Packaging Damage,Medium,Supplier,8634,Resolved,Warehouse power outage,Additional quality inspection,30-11-2025
RSK000237,SHP011889,1,422,1192,21-02-2025,Supplier,Supplier Capacity Issue,High,Customer,63009,Mitigated,Heavy rainfall disrupted transport,Expedited shipment,05-03-2025
RSK000238,SHP010547,8,387,1201,20-04-2025,Weather,Heavy Rain,Low,Inventory,3278,Resolved,Heavy rainfall disrupted transport,Expedited shipment,03-05-2025
RSK000239,SHP006204,24,229,3645,27-11-2025,Product Quality,Manufacturing Defect,Low,Supplier,1049,Mitigated,Incorrect inventory records,Warehouse maintenance completed,04-12-2025
RSK000240,SHP008979,6,180,3914,03-05-2025,Warehouse,Fire Alarm,Medium,Supplier,19514,Investigating,Packaging quality issue,Expedited shipment,
RSK000241,SHP008918,11,274,604,20-05-2025,Logistics,Route Blockage,High,Customer,60433,Resolved,Heavy rainfall disrupted transport,Route optimized,24-05-2025
RSK000242,SHP010758,4,322,2399,06-10-2025,Warehouse,Equipment Failure,Medium,Warehouse,8152,Mitigated,Warehouse power outage,Assigned alternate supplier,08-10-2025
RSK000243,SHP007647,19,106,1899,30-12-2025,Logistics,Route Blockage,Low,Inventory,4456,Mitigated,Customs clearance delay,Warehouse maintenance completed,08-01-2026
RSK000244,SHP006496,10,128,1170,22-11-2025,Warehouse,Fire Alarm,High,Shipment,27925,Resolved,Heavy rainfall disrupted transport,Additional quality inspection,30-11-2025
RSK000245,SHP000286,4,35,4113,14-10-2025,Product Quality,Damaged Goods,Low,Warehouse,1632,Resolved,Heavy rainfall disrupted transport,Route optimized,23-10-2025
RSK000246,SHP009950,17,79,436,27-07-2025,Inventory,Inventory Mismatch,Low,Shipment,4376,Resolved,Heavy rainfall disrupted transport,Expedited shipment,29-07-2025
RSK000247,SHP002967,5,350,4814,25-09-2025,Supplier,Supplier Capacity Issue,Medium,Shipment,13403,Resolved,Warehouse power outage,Increased safety stock,30-09-2025
RSK000248,SHP010272,10,423,1950,18-11-2025,Inventory,Inventory Mismatch,Low,Inventory,1015,Resolved,Heavy rainfall disrupted transport,Insurance claim initiated,29-11-2025
RSK000249,SHP014860,9,174,530,15-01-2025,Supplier,Material Shortage,High,Warehouse,27449,Resolved,Poor demand forecasting,Emergency procurement completed,18-01-2025
RSK000250,SHP009291,12,88,114,09-11-2025,Warehouse,Power Failure,Medium,Inventory,10778,Resolved,Poor demand forecasting,Route optimized,11-11-2025
RSK000251,SHP006436,14,159,3447,10-09-2025,Logistics,Route Blockage,Medium,Inventory,19722,Investigating,Warehouse power outage,Assigned alternate supplier,
RSK000252,SHP005729,4,266,4254,03-07-2025,Transportation,Traffic Congestion,Medium,Supplier,6013,Investigating,Packaging quality issue,Increased safety stock,
RSK000253,SHP004954,1,249,11,13-07-2025,Supplier,Supplier Capacity Issue,Medium,Supplier,10415,Resolved,Poor demand forecasting,Route optimized,17-07-2025
RSK000254,SHP012859,14,359,2636,25-02-2025,Logistics,Route Blockage,Low,Warehouse,612,Investigating,Poor demand forecasting,Warehouse maintenance completed,
RSK000255,SHP012047,10,76,751,09-04-2025,Logistics,Route Blockage,High,Warehouse,59895,Resolved,Packaging quality issue,Increased safety stock,18-04-2025
RSK000256,SHP008640,25,130,888,12-09-2025,Inventory,Overstock,Low,Warehouse,4832,Mitigated,Incorrect inventory records,Increased safety stock,17-09-2025
RSK000257,SHP000291,22,259,1929,15-05-2025,Inventory,Inventory Mismatch,Medium,Supplier,23552,Resolved,Customs clearance delay,Emergency procurement completed,20-05-2025
RSK000258,SHP001872,2,495,1293,18-07-2025,Warehouse,Storage Capacity Full,High,Customer,79800,Resolved,Supplier production delay,Expedited shipment,26-07-2025
RSK000259,SHP014410,9,173,3096,21-07-2025,Logistics,Route Blockage,High,Customer,68123,Investigating,Customs clearance delay,Emergency procurement completed,
RSK000260,SHP009442,10,387,2992,14-03-2025,Inventory,Stockout,Low,Customer,2132,Investigating,Warehouse power outage,Increased safety stock,
RSK000261,SHP008803,22,53,3519,26-04-2025,Weather,Cyclone,High,Shipment,47265,Resolved,Packaging quality issue,Additional quality inspection,29-04-2025
RSK000262,SHP013517,2,81,3383,14-05-2025,Supplier,Supplier Capacity Issue,Medium,Warehouse,23571,Resolved,Customs clearance delay,Increased safety stock,22-05-2025
RSK000263,SHP002609,3,76,1624,23-09-2025,Logistics,Wrong Delivery,Medium,Shipment,8944,Mitigated,Poor demand forecasting,Increased safety stock,27-09-2025
RSK000264,SHP013598,1,498,2370,19-01-2025,Inventory,Stockout,Medium,Customer,20905,Mitigated,Customs clearance delay,Expedited shipment,27-01-2025
RSK000265,SHP001806,22,354,1958,04-01-2025,Warehouse,Power Failure,Low,Inventory,2529,Resolved,Supplier production delay,Warehouse maintenance completed,17-01-2025
RSK000266,SHP010445,15,242,4502,24-03-2025,Financial,Currency Fluctuation,Medium,Inventory,21104,Resolved,Poor demand forecasting,Expedited shipment,31-03-2025
RSK000267,SHP011185,19,179,3945,28-04-2025,Logistics,Shipment Delay,Low,Shipment,724,Resolved,Vehicle mechanical failure,Expedited shipment,29-04-2025
RSK000268,SHP007376,10,486,3173,16-09-2025,Logistics,Wrong Delivery,Medium,Customer,13218,Resolved,Warehouse power outage,Insurance claim initiated,25-09-2025
RSK000269,SHP006164,8,37,4912,09-09-2025,Warehouse,Power Failure,High,Supplier,45609,Resolved,Supplier production delay,Assigned alternate supplier,22-09-2025
RSK000270,SHP010034,10,368,959,06-10-2025,Logistics,Wrong Delivery,Low,Warehouse,2200,Investigating,Poor demand forecasting,Expedited shipment,
RSK000271,SHP014868,5,12,24,08-09-2025,Inventory,Stockout,High,Warehouse,94408,Resolved,Warehouse power outage,Route optimized,22-09-2025
RSK000272,SHP011593,21,306,4750,15-07-2025,Warehouse,Power Failure,Low,Inventory,3713,Investigating,Heavy rainfall disrupted transport,Assigned alternate supplier,
RSK000273,SHP012281,3,33,2470,21-08-2025,Supplier,Supplier Capacity Issue,Medium,Inventory,6808,Mitigated,Supplier production delay,Warehouse maintenance completed,02-09-2025
RSK000274,SHP005046,4,428,2189,18-12-2025,Supplier,Supplier Capacity Issue,Low,Inventory,3451,Resolved,Customs clearance delay,Additional quality inspection,24-12-2025
RSK000275,SHP000032,11,277,3181,03-06-2025,Logistics,Lost Shipment,Low,Inventory,4930,Resolved,Supplier production delay,Increased safety stock,08-06-2025
RSK000276,SHP004928,20,119,1490,22-03-2025,Logistics,Shipment Delay,Medium,Customer,14408,Resolved,Incorrect inventory records,Insurance claim initiated,02-04-2025
RSK000277,SHP012186,12,360,851,25-04-2025,Warehouse,Fire Alarm,High,Customer,77829,Mitigated,Supplier production delay,Route optimized,27-04-2025
RSK000278,SHP007996,16,88,2544,19-02-2025,Supplier,Supplier Capacity Issue,Medium,Customer,12098,Resolved,Poor demand forecasting,Additional quality inspection,20-02-2025
RSK000279,SHP012505,4,256,3085,27-07-2025,Weather,Cyclone,Medium,Warehouse,21533,Mitigated,Supplier production delay,Route optimized,06-08-2025
RSK000280,SHP012530,25,308,94,12-09-2025,Warehouse,Equipment Failure,Low,Customer,1763,Resolved,Poor demand forecasting,Route optimized,17-09-2025
RSK000281,SHP011035,7,422,885,26-09-2025,Weather,Flood,Low,Inventory,4536,Mitigated,Poor demand forecasting,Route optimized,02-10-2025
