shipment_id,order_id,warehouse_id,shipping_city,shipping_state,shipping_partner,shipped_date,expected_delivery_date,actual_delivery_date,shipment_status,delivery_days,shipping_cost,shipment_priority,tracking_status,delay_reason,delivery_rating,customer_feedback,is_on_time
SHP000165,ORD000165,18,Nizamabad, Punjab,Blue Dart,27-03-2026,29-03-2026,,Out for Delivery,,228.2,Same Day,Out for Delivery,,,,Pending
SHP000166,ORD000166,25,Purnia, Rajasthan,Delhivery,17-11-2025,24-11-2025,24-11-2025,Delivered,7,771.99,Same Day,Delivered,,4,Good,Yes
SHP000167,ORD000167,18,Muzaffarnagar, Tamil Nadu,Blue Dart,21-04-2025,26-04-2025,,Out for Delivery,,886.8,Standard,Out for Delivery,,,,Pending
SHP000168,ORD000168,1,Shimla, Telangana,Blue Dart,29-01-2025,04-02-2025,03-02-2025,Delivered,5,724.29,Standard,Delivered,,3,Average,Yes
SHP000169,ORD000169,1,Tinsukia, Telangana,Ecom Express,07-05-2025,12-05-2025,13-05-2025,Returned,6,263.47,Standard,Returned to Warehouse,,2,Poor,No
SHP000170,ORD000170,4,Silchar, Andhra Pradesh,Blue Dart,20-12-2025,22-12-2025,23-12-2025,Delivered,3,840.54,Standard,Delivered,,4,Good,No
SHP000171,ORD000171,23,Pondicherry, Assam,India Post,12-02-2026,17-02-2026,,Out for Delivery,,842.99,Standard,Out for Delivery,,,,Pending
SHP000172,ORD000172,8,Mau, Nagaland,Ekart Logistics,14-01-2025,20-01-2025,21-01-2025,Returned,7,414.41,Express,Returned to Warehouse,,5,Excellent,No
SHP000173,ORD000173,17,Satara, Karnataka,Ecom Express,22-11-2025,25-11-2025,26-11-2025,Returned,4,312.44,Standard,Returned to Warehouse,,5,Excellent,No
SHP000174,ORD000174,14,Raurkela Industrial Township, Goa,Delhivery,19-01-2026,25-01-2026,25-01-2026,Delivered,6,829.52,Standard,Delivered,,3,Average,Yes
SHP000175,ORD000175,10,Agartala, West Bengal,Delhivery,04-02-2025,10-02-2025,13-02-2025,Returned,9,515.16,Standard,Returned to Warehouse,,3,Average,No
SHP000176,ORD000176,18,Ranchi, Himachal Pradesh,DTDC,26-02-2026,02-03-2026,02-03-2026,Delivered,4,574.32,Standard,Delivered,,3,Average,Yes
SHP000177,ORD000177,15,Mira-Bhayandar, Manipur,Blue Dart,27-08-2024,30-08-2024,31-08-2024,Delivered,4,276.87,Standard,Delivered,,4,Good,No
SHP000178,ORD000178,25,Delhi, Bihar,XpressBees,11-12-2025,15-12-2025,,In Transit,,757.47,Express,Arrived at Hub,,,,Pending
SHP000179,ORD000179,13,Berhampur, West Bengal,Blue Dart,25-10-2024,01-11-2024,02-11-2024,Delivered,8,981.78,Standard,Delivered,,3,Average,No
SHP000180,ORD000180,2,Tiruchirappalli, Odisha,Blue Dart,15-09-2024,17-09-2024,,Out for Delivery,,880.48,Express,Out for Delivery,,,,Pending
SHP000181,ORD000181,17,Mango, Andhra Pradesh,Ekart Logistics,03-03-2026,05-03-2026,08-03-2026,Returned,5,186.95,Standard,Returned to Warehouse,,4,Good,No
SHP000182,ORD000182,5,Junagadh, Tripura,Delhivery,02-12-2024,07-12-2024,,In Transit,,792.45,Standard,Arrived at Hub,,,,Pending
SHP000183,ORD000183,20,Raebareli, Andhra Pradesh,Blue Dart,15-09-2024,20-09-2024,21-09-2024,Delivered,6,126.3,Standard,Delivered,,5,Excellent,No
SHP000184,ORD000184,22,Salem, Goa,Ekart Logistics,14-05-2026,18-05-2026,,Out for Delivery,,645.46,Express,Out for Delivery,,,,Pending
SHP000185,ORD000185,16,Pune, Madhya Pradesh,DTDC,24-08-2024,26-08-2024,27-08-2024,Delivered,3,115,Express,Delivered,,3,Average,No
SHP000186,ORD000186,10,Ambala, Sikkim,Delhivery,17-03-2026,24-03-2026,25-03-2026,Returned,8,462.27,Standard,Returned to Warehouse,,5,Excellent,No
SHP000187,ORD000187,21,Vijayawada, Rajasthan,Delhivery,05-05-2025,07-05-2025,07-05-2025,Delivered,2,208.05,Express,Delivered,,4,Good,Yes
SHP000188,ORD000188,1,Junagadh, Himachal Pradesh,Blue Dart,29-03-2025,02-04-2025,01-04-2025,Delivered,3,328.7,Standard,Delivered,,3,Average,Yes
SHP000189,ORD000189,5,Lucknow, Karnataka,Delhivery,13-09-2025,19-09-2025,,Out for Delivery,,697.71,Express,Out for Delivery,,,,Pending
SHP000190,ORD000190,6,Chennai, Himachal Pradesh,Delhivery,29-08-2025,04-09-2025,06-09-2025,Returned,8,638.72,Standard,Returned to Warehouse,,3,Average,No
SHP000191,ORD000191,19,Nandyal, Himachal Pradesh,Blue Dart,20-04-2026,23-04-2026,23-04-2026,Delivered,3,656.01,Standard,Delivered,,3,Average,Yes
SHP000192,ORD000192,22,Orai, Tamil Nadu,Delhivery,08-06-2026,12-06-2026,,Out for Delivery,,693.73,Express,Out for Delivery,,,,Pending
SHP000193,ORD000193,15,Tadipatri, Himachal Pradesh,Blue Dart,21-07-2025,27-07-2025,27-07-2025,Delivered,6,656.99,Standard,Delivered,,4,Good,Yes
SHP000194,ORD000194,9,Vijayawada, Odisha,Blue Dart,29-05-2025,02-06-2025,,In Transit,,239.26,Standard,Arrived at Hub,,,,Pending
SHP000195,ORD000195,16,Bhalswa Jahangir Pur, Kerala,DTDC,31-03-2025,03-04-2025,03-04-2025,Delivered,3,593.33,Standard,Delivered,,3,Average,Yes
SHP000196,ORD000196,23,Anantapur, Tripura,Delhivery,28-10-2024,30-10-2024,31-10-2024,Delivered,3,426.02,Standard,Delivered,,5,Excellent,No
SHP000197,ORD000197,22,Bardhaman, Sikkim,Ecom Express,04-09-2024,06-09-2024,09-09-2024,Returned,5,757.91,Express,Returned to Warehouse,,5,Excellent,No
SHP000198,ORD000198,10,Ludhiana, Bihar,Delhivery,27-08-2024,02-09-2024,02-09-2024,Delivered,6,258.05,Express,Delivered,,3,Average,Yes
SHP000199,ORD000199,9,Morbi, Sikkim,Delhivery,09-05-2026,16-05-2026,17-05-2026,Delivered,8,696.81,Express,Delivered,,5,Excellent,No
SHP000200,ORD000200,4,Howrah, Telangana,Delhivery,23-03-2026,27-03-2026,,In Transit,,799.18,Standard,Arrived at Hub,,,,Pending
SHP000201,ORD000201,12,Berhampore, Tamil Nadu,Delhivery,20-12-2024,23-12-2024,,In Transit,,135.63,Standard,Arrived at Hub,,,,Pending
SHP000202,ORD000202,24,Bangalore, Arunachal Pradesh,DTDC,01-03-2026,04-03-2026,03-03-2026,Delivered,2,175.55,Standard,Delivered,,2,Poor,Yes
SHP000203,ORD000203,12,Nangloi Jat, Uttar Pradesh,Delhivery,01-01-2026,07-01-2026,07-01-2026,Delivered,6,838.95,Standard,Delivered,,3,Average,Yes
SHP000204,ORD000204,16,Gopalpur, Meghalaya,Blue Dart,30-06-2025,07-07-2025,09-07-2025,Returned,9,814.02,Standard,Returned to Warehouse,,2,Poor,No
SHP000205,ORD000205,3,Guna, Goa,Shadowfax,27-06-2026,04-07-2026,,In Transit,,738.01,Express,Arrived at Hub,,,,Pending
SHP000206,ORD000206,18,Hapur, Odisha,DTDC,17-11-2024,22-11-2024,,In Transit,,63.22,Express,Arrived at Hub,,,,Pending
SHP000207,ORD000207,15,Bidhannagar, Goa,DTDC,01-05-2025,08-05-2025,11-05-2025,Returned,10,688.72,Express,Returned to Warehouse,,3,Average,No
SHP000208,ORD000208,21,Rourkela, Punjab,Delhivery,24-08-2025,26-08-2025,28-08-2025,Delayed,4,272.13,Standard,Delivery Delayed,Vehicle Breakdown,,,No
SHP000209,ORD000209,18,Bhatpara, Sikkim,Ecom Express,08-10-2024,15-10-2024,,In Transit,,110.06,Standard,Arrived at Hub,,,,Pending
SHP000210,ORD000210,23,Jamalpur, Goa,Delhivery,20-06-2025,27-06-2025,27-06-2025,Delivered,7,160.84,Standard,Delivered,,4,Good,Yes
SHP000211,ORD000211,2,Gudivada, Tripura,Ekart Logistics,02-03-2026,07-03-2026,08-03-2026,Returned,6,142.33,Standard,Returned to Warehouse,,3,Average,No
SHP000212,ORD000212,5,Tumkur, Goa,XpressBees,22-02-2025,27-02-2025,27-02-2025,Delivered,5,686.96,Standard,Delivered,,5,Excellent,Yes
SHP000213,ORD000213,18,Etawah, Maharashtra,Ekart Logistics,11-04-2025,17-04-2025,20-04-2025,Returned,9,740.27,Standard,Returned to Warehouse,,5,Excellent,No
SHP000214,ORD000214,21,Mirzapur, Tripura,Shadowfax,05-11-2024,10-11-2024,11-11-2024,Delivered,6,437.71,Standard,Delivered,,1,Very Poor,No
SHP000215,ORD000215,2,Bhubaneswar, Assam,Shadowfax,15-02-2025,19-02-2025,18-02-2025,Delivered,3,471.21,Same Day,Delivered,,1,Very Poor,Yes
SHP000216,ORD000216,12,Bijapur, Bihar,Shadowfax,22-02-2025,01-03-2025,01-03-2025,Delivered,7,567.24,Standard,Delivered,,3,Average,Yes
SHP000217,ORD000217,12,Tezpur, Punjab,Delhivery,21-12-2025,25-12-2025,,Out for Delivery,,230.32,Same Day,Out for Delivery,,,,Pending
SHP000218,ORD000218,15,Giridih, Sikkim,Shadowfax,07-08-2025,14-08-2025,,In Transit,,657.52,Standard,Arrived at Hub,,,,Pending
SHP000219,ORD000219,2,Giridih, Mizoram,Ecom Express,24-07-2025,27-07-2025,,In Transit,,989.38,Standard,Arrived at Hub,,,,Pending
SHP000220,ORD000220,7,Chandigarh, Sikkim,Ecom Express,14-10-2025,20-10-2025,19-10-2025,Delivered,5,607.06,Standard,Delivered,,4,Good,Yes
SHP000221,ORD000221,8,Dhule, Odisha,Ecom Express,09-09-2025,12-09-2025,13-09-2025,Delivered,4,52.69,Standard,Delivered,,3,Average,No
SHP000222,ORD000222,5,Madhyamgram, Tamil Nadu,Delhivery,02-08-2025,08-08-2025,,In Transit,,288.12,Standard,Arrived at Hub,,,,Pending
SHP000223,ORD000223,22,Bally, Sikkim,Ecom Express,06-07-2025,08-07-2025,,In Transit,,390.33,Standard,Arrived at Hub,,,,Pending
SHP000224,ORD000224,19,Bikaner, Karnataka,Delhivery,21-08-2025,23-08-2025,22-08-2025,Delivered,1,302.1,Express,Delivered,,3,Average,Yes
SHP000225,ORD000225,14,Rewa, Karnataka,Blue Dart,23-10-2025,25-10-2025,26-10-2025,Delivered,3,110.38,Standard,Delivered,,3,Average,No
SHP000226,ORD000226,12,Dehri, Sikkim,Ekart Logistics,15-06-2026,20-06-2026,,In Transit,,528.65,Standard,Arrived at Hub,,,,Pending
SHP000227,ORD000227,2,Madurai, Manipur,Blue Dart,09-09-2024,16-09-2024,,In Transit,,545.38,Standard,Arrived at Hub,,,,Pending
SHP000228,ORD000228,1,Nangloi Jat, West Bengal,Delhivery,16-02-2026,21-02-2026,21-02-2026,Delivered,5,454.96,Standard,Delivered,,2,Poor,Yes
SHP000229,ORD000229,23,Ahmednagar, Mizoram,Delhivery,19-06-2025,21-06-2025,20-06-2025,Delivered,1,356.01,Standard,Delivered,,4,Good,Yes
SHP000230,ORD000230,5,Bharatpur, Karnataka,XpressBees,28-07-2024,03-08-2024,06-08-2024,Returned,9,606.1,Standard,Returned to Warehouse,,3,Average,No
SHP000231,ORD000231,13,Gaya, Manipur,DTDC,10-03-2025,16-03-2025,16-03-2025,Delivered,6,481.03,Same Day,Delivered,,1,Very Poor,Yes
SHP000232,ORD000232,4,Gwalior, Gujarat,XpressBees,24-04-2025,26-04-2025,27-04-2025,Delivered,3,668.37,Express,Delivered,,5,Excellent,No
SHP000233,ORD000233,24,Jaunpur, Meghalaya,Blue Dart,21-11-2024,26-11-2024,26-11-2024,Delivered,5,893.69,Express,Delivered,,3,Average,Yes
SHP000234,ORD000234,15,Guwahati, Uttar Pradesh,Blue Dart,12-08-2024,17-08-2024,18-08-2024,Delivered,6,140.33,Standard,Delivered,,4,Good,No
SHP000235,ORD000235,22,Allahabad, Tamil Nadu,Blue Dart,30-05-2026,02-06-2026,,Out for Delivery,,702.48,Standard,Out for Delivery,,,,Pending
SHP000236,ORD000236,3,Bathinda, Tamil Nadu,XpressBees,12-02-2025,17-02-2025,,In Transit,,141.74,Express,Arrived at Hub,,,,Pending
SHP000237,ORD000237,5,Jalgaon, Assam,DTDC,23-06-2025,29-06-2025,,In Transit,,958.79,Standard,Arrived at Hub,,,,Pending
SHP000238,ORD000238,22,Mirzapur, Gujarat,Ekart Logistics,12-06-2026,17-06-2026,17-06-2026,Delivered,5,879.93,Standard,Delivered,,5,Excellent,Yes
SHP000239,ORD000239,14,Bally, Goa,Blue Dart,27-02-2026,03-03-2026,,In Transit,,620.39,Standard,Arrived at Hub,,,,Pending
SHP000240,ORD000240,19,Mau, Uttarakhand,Delhivery,28-11-2025,01-12-2025,30-11-2025,Delivered,2,673.9,Express,Delivered,,4,Good,Yes
SHP000241,ORD000241,4,Gopalpur, Andhra Pradesh,DTDC,04-02-2025,06-02-2025,,Out for Delivery,,774.48,Standard,Out for Delivery,,,,Pending
SHP000242,ORD000242,14,Avadi, Jharkhand,DTDC,30-10-2025,05-11-2025,06-11-2025,Delivered,7,691.23,Express,Delivered,,4,Good,No
SHP000243,ORD000243,20,Davanagere, Haryana,Delhivery,16-05-2025,23-05-2025,23-05-2025,Delivered,7,77.51,Express,Delivered,,4,Good,Yes
SHP000244,ORD000244,25,Thanjavur, Punjab,Ecom Express,20-12-2025,24-12-2025,24-12-2025,Delivered,4,55.8,Standard,Delivered,,3,Average,Yes
SHP000245,ORD000245,19,Vadodara, Odisha,XpressBees,17-11-2024,22-11-2024,,In Transit,,116.11,Express,Arrived at Hub,,,,Pending
SHP000246,ORD000246,1,Rajahmundry, Bihar,Blue Dart,10-03-2025,17-03-2025,18-03-2025,Delivered,8,254.38,Standard,Delivered,,4,Good,No
SHP000247,ORD000247,11,Madurai, Nagaland,Ecom Express,16-04-2026,20-04-2026,22-04-2026,Returned,6,735.52,Standard,Returned to Warehouse,,3,Average,No
SHP000248,ORD000248,19,Jabalpur, Kerala,XpressBees,12-03-2025,14-03-2025,13-03-2025,Delivered,1,197.8,Standard,Delivered,,3,Average,Yes
SHP000249,ORD000249,2,Silchar, Assam,Blue Dart,29-05-2025,31-05-2025,31-05-2025,Delivered,2,470.96,Same Day,Delivered,,3,Average,Yes
SHP000250,ORD000250,20,Vasai-Virar, Bihar,XpressBees,29-12-2024,03-01-2025,,In Transit,,309.51,Standard,Arrived at Hub,,,,Pending
SHP000251,ORD000251,4,Machilipatnam, Manipur,XpressBees,21-05-2025,26-05-2025,25-05-2025,Delivered,4,319.08,Standard,Delivered,,4,Good,Yes
SHP000252,ORD000252,16,Bulandshahr, Tripura,Blue Dart,29-01-2025,05-02-2025,05-02-2025,Delivered,7,93.15,Standard,Delivered,,4,Good,Yes
SHP000253,ORD000253,20,Gwalior, Assam,Delhivery,11-10-2025,13-10-2025,12-10-2025,Delivered,1,336.35,Standard,Delivered,,4,Good,Yes
SHP000254,ORD000254,5,Kollam, Nagaland,Blue Dart,11-05-2026,15-05-2026,15-05-2026,Delivered,4,163.99,Standard,Delivered,,3,Average,Yes
SHP000255,ORD000255,14,Khandwa, Himachal Pradesh,Delhivery,28-05-2025,31-05-2025,31-05-2025,Delivered,3,555.95,Standard,Delivered,,2,Poor,Yes
SHP000256,ORD000256,18,North Dumdum, Jharkhand,XpressBees,12-11-2024,14-11-2024,,Out for Delivery,,427.22,Standard,Out for Delivery,,,,Pending
SHP000257,ORD000257,14,Kavali, Chhattisgarh,DTDC,21-08-2025,26-08-2025,25-08-2025,Delivered,4,869,Express,Delivered,,3,Average,Yes
SHP000258,ORD000258,19,Rampur, Chhattisgarh,Delhivery,29-05-2025,05-06-2025,06-06-2025,Delivered,8,446.81,Standard,Delivered,,4,Good,No
SHP000259,ORD000259,1,Saharanpur, Telangana,XpressBees,15-05-2025,18-05-2025,19-05-2025,Delivered,4,487.09,Express,Delivered,,3,Average,No
SHP000260,ORD000260,12,Navi Mumbai, Gujarat,DTDC,04-09-2024,06-09-2024,08-09-2024,Delayed,4,281.15,Standard,Delivery Delayed,Weather,,,No
SHP000261,ORD000261,17,Malegaon, Arunachal Pradesh,Delhivery,27-03-2025,01-04-2025,01-04-2025,Delivered,5,758.51,Standard,Delivered,,5,Excellent,Yes
SHP000262,ORD000262,25,Bettiah, Meghalaya,DTDC,20-05-2025,22-05-2025,25-05-2025,Returned,5,651.56,Standard,Returned to Warehouse,,4,Good,No
SHP000263,ORD000263,7,Bhiwani, Arunachal Pradesh,DTDC,02-03-2025,06-03-2025,09-03-2025,Delayed,7,960.31,Standard,Delivery Delayed,Warehouse Delay,,,No
SHP000264,ORD000264,5,Ramgarh, Madhya Pradesh,Delhivery,20-07-2024,22-07-2024,21-07-2024,Delivered,1,293.17,Same Day,Delivered,,4,Good,Yes
SHP000265,ORD000265,5,Karaikudi, Uttarakhand,DTDC,14-11-2024,16-11-2024,15-11-2024,Delivered,1,953.73,Standard,Delivered,,5,Excellent,Yes
SHP000266,ORD000266,15,Loni, Meghalaya,Ekart Logistics,16-11-2024,22-11-2024,24-11-2024,Returned,8,697.08,Standard,Returned to Warehouse,,5,Excellent,No
SHP000267,ORD000267,21,Tiruvottiyur, Sikkim,Blue Dart,03-05-2025,10-05-2025,,Out for Delivery,,350.33,Standard,Out for Delivery,,,,Pending
SHP000268,ORD000268,16,Muzaffarnagar, Chhattisgarh,DTDC,16-04-2025,23-04-2025,23-04-2025,Delivered,7,806.51,Express,Delivered,,4,Good,Yes
SHP000269,ORD000269,12,New Delhi, Haryana,Delhivery,07-07-2026,09-07-2026,09-07-2026,Delivered,2,488.66,Standard,Delivered,,4,Good,Yes
SHP000270,ORD000270,12,Mirzapur, Andhra Pradesh,Ecom Express,07-10-2024,09-10-2024,10-10-2024,Delivered,3,871.04,Standard,Delivered,,2,Poor,No
SHP000271,ORD000271,20,Amravati, Odisha,DTDC,16-07-2025,22-07-2025,22-07-2025,Delivered,6,489.58,Express,Delivered,,2,Poor,Yes
SHP000272,ORD000272,24,Meerut, Uttarakhand,Blue Dart,03-04-2026,08-04-2026,09-04-2026,Delivered,6,669.25,Express,Delivered,,5,Excellent,No
SHP000273,ORD000273,16,Bally, Gujarat,Ecom Express,21-10-2025,24-10-2025,23-10-2025,Delivered,2,478,Same Day,Delivered,,5,Excellent,Yes
SHP000274,ORD000274,11,Hapur, Assam,Delhivery,28-09-2024,30-09-2024,,In Transit,,529.32,Standard,Arrived at Hub,,,,Pending
SHP000275,ORD000275,8,Chennai, Uttar Pradesh,DTDC,12-07-2025,17-07-2025,17-07-2025,Delivered,5,547.87,Standard,Delivered,,5,Excellent,Yes
SHP000276,ORD000276,12,Kulti, Assam,Blue Dart,13-04-2025,17-04-2025,19-04-2025,Returned,6,438.33,Standard,Returned to Warehouse,,2,Poor,No
SHP000277,ORD000277,20,Patiala, Madhya Pradesh,Blue Dart,15-03-2026,22-03-2026,23-03-2026,Delivered,8,367.92,Express,Delivered,,3,Average,No
SHP000278,ORD000278,18,Aligarh, Karnataka,Ecom Express,19-01-2025,24-01-2025,24-01-2025,Delivered,5,289.4,Standard,Delivered,,1,Very Poor,Yes
SHP000279,ORD000279,20,Thoothukudi, Bihar,XpressBees,08-12-2025,12-12-2025,,In Transit,,127.43,Express,Arrived at Hub,,,,Pending
SHP000280,ORD000280,12,Katihar, Assam,Delhivery,31-05-2026,07-06-2026,08-06-2026,Delivered,8,679.03,Standard,Delivered,,5,Excellent,No
SHP000281,ORD000281,23,Ichalkaranji, Chhattisgarh,Ecom Express,10-07-2026,14-07-2026,15-07-2026,Delivered,5,407.85,Standard,Delivered,,4,Good,No
SHP000282,ORD000282,5,Kumbakonam, Nagaland,Ekart Logistics,24-10-2024,31-10-2024,01-11-2024,Delivered,8,997.31,Express,Delivered,,4,Good,No
SHP000283,ORD000283,3,Sangli-Miraj & Kupwad, Maharashtra,Blue Dart,29-04-2026,06-05-2026,,In Transit,,452.24,Standard,Arrived at Hub,,,,Pending
SHP000284,ORD000284,12,Alwar, Uttar Pradesh,XpressBees,06-03-2026,09-03-2026,,In Transit,,374.65,Express,Arrived at Hub,,,,Pending
SHP000285,ORD000285,7,Katni, Punjab,Ecom Express,01-05-2025,04-05-2025,03-05-2025,Delivered,2,123.31,Standard,Delivered,,3,Average,Yes
SHP000286,ORD000286,4,Mango, Andhra Pradesh,XpressBees,29-03-2025,05-04-2025,,In Transit,,369.93,Standard,Arrived at Hub,,,,Pending
SHP000287,ORD000287,5,Mango, Madhya Pradesh,Ecom Express,18-11-2024,23-11-2024,22-11-2024,Delivered,4,204.13,Standard,Delivered,,5,Excellent,Yes
SHP000288,ORD000288,25,Siwan, Arunachal Pradesh,Blue Dart,22-09-2024,25-09-2024,26-09-2024,Delivered,4,465.79,Standard,Delivered,,4,Good,No
SHP000289,ORD000289,22,Bulandshahr, Chhattisgarh,XpressBees,25-05-2026,28-05-2026,30-05-2026,Returned,5,630.07,Standard,Returned to Warehouse,,3,Average,No
SHP000290,ORD000290,15,Satna, Nagaland,Ecom Express,25-08-2025,31-08-2025,02-09-2025,Delayed,8,343.99,Standard,Delivery Delayed,Warehouse Delay,,,No
SHP000291,ORD000291,16,Jhansi, Andhra Pradesh,India Post,10-02-2026,14-02-2026,15-02-2026,Delivered,5,949.77,Standard,Delivered,,4,Good,No
SHP000292,ORD000292,15,Dehri, Sikkim,Shadowfax,07-09-2025,12-09-2025,13-09-2025,Delivered,6,551.09,Standard,Delivered,,3,Average,No
SHP000293,ORD000293,7,Sambalpur, Chhattisgarh,Blue Dart,10-08-2024,13-08-2024,13-08-2024,Delivered,3,99.57,Standard,Delivered,,4,Good,Yes
SHP000294,ORD000294,12,Purnia, Assam,Ecom Express,21-07-2025,23-07-2025,24-07-2025,Delivered,3,853.6,Standard,Delivered,,4,Good,No
SHP000295,ORD000295,10,Sambhal, Meghalaya,DTDC,22-04-2026,26-04-2026,,In Transit,,476.85,Standard,Arrived at Hub,,,,Pending
SHP000296,ORD000296,14,Tirunelveli, Meghalaya,Ekart Logistics,09-06-2026,12-06-2026,12-06-2026,Delivered,3,890.4,Standard,Delivered,,4,Good,Yes
SHP000297,ORD000297,14,Loni, Haryana,Blue Dart,18-01-2025,24-01-2025,,Out for Delivery,,405.26,Standard,Out for Delivery,,,,Pending
SHP000298,ORD000298,3,Katni, Manipur,Delhivery,14-11-2025,17-11-2025,18-11-2025,Returned,4,352.75,Express,Returned to Warehouse,,3,Average,No
SHP000299,ORD000299,23,Amravati, Tamil Nadu,Delhivery,20-02-2026,24-02-2026,23-02-2026,Delivered,3,180.72,Express,Delivered,,3,Average,Yes
SHP000300,ORD000300,16,Kozhikode, Tamil Nadu,DTDC,14-06-2025,17-06-2025,20-06-2025,Returned,6,495.65,Standard,Returned to Warehouse,,3,Average,No
SHP000301,ORD000301,3,Tumkur, Tripura,DTDC,06-11-2024,10-11-2024,09-11-2024,Delivered,3,843.21,Standard,Delivered,,4,Good,Yes
SHP000302,ORD000302,24,Bareilly, Haryana,Delhivery,17-04-2025,23-04-2025,25-04-2025,Returned,8,155.63,Standard,Returned to Warehouse,,2,Poor,No
SHP000303,ORD000303,10,Durgapur, Bihar,Ecom Express,02-12-2025,04-12-2025,03-12-2025,Delivered,1,448.83,Standard,Delivered,,5,Excellent,Yes
SHP000304,ORD000304,15,Kozhikode, Bihar,Delhivery,03-10-2025,05-10-2025,07-10-2025,Returned,4,616.9,Standard,Returned to Warehouse,,5,Excellent,No
SHP000305,ORD000305,17,Chennai, Sikkim,Blue Dart,29-11-2025,02-12-2025,05-12-2025,Returned,6,186.4,Standard,Returned to Warehouse,,3,Average,No
SHP000306,ORD000306,20,Bhiwani, Madhya Pradesh,XpressBees,04-11-2025,07-11-2025,10-11-2025,Returned,6,445.74,Standard,Returned to Warehouse,,3,Average,No
SHP000307,ORD000307,3,Ramgarh, Bihar,DTDC,18-09-2025,22-09-2025,21-09-2025,Delivered,3,955.73,Express,Delivered,,5,Excellent,Yes
SHP000308,ORD000308,17,Berhampore, Haryana,Delhivery,18-07-2025,20-07-2025,20-07-2025,Delivered,2,879.66,Standard,Delivered,,4,Good,Yes
SHP000309,ORD000309,13,Serampore, Karnataka,Ecom Express,14-01-2025,18-01-2025,19-01-2025,Delivered,5,65.43,Standard,Delivered,,3,Average,No
SHP000310,ORD000310,12,Siliguri, Telangana,Delhivery,02-09-2024,09-09-2024,13-09-2024,Delayed,11,674.25,Express,Delivery Delayed,Vehicle Breakdown,,,No
SHP000311,ORD000311,19,Buxar, Maharashtra,DTDC,10-10-2025,14-10-2025,13-10-2025,Delivered,3,92.12,Same Day,Delivered,,4,Good,Yes
SHP000312,ORD000312,21,Kozhikode, Gujarat,Blue Dart,01-01-2026,08-01-2026,08-01-2026,Delivered,7,981.78,Standard,Delivered,,4,Good,Yes
SHP000313,ORD000313,6,Ongole, Assam,Blue Dart,15-07-2026,17-07-2026,18-07-2026,Delivered,3,787.38,Standard,Delivered,,3,Average,No
SHP000314,ORD000314,10,Tiruchirappalli, Kerala,Ekart Logistics,06-07-2025,08-07-2025,,In Transit,,801.55,Standard,Arrived at Hub,,,,Pending
SHP000315,ORD000315,11,Raebareli, Manipur,DTDC,01-08-2025,07-08-2025,07-08-2025,Delivered,6,989.67,Standard,Delivered,,3,Average,Yes
SHP000316,ORD000316,9,Salem, Bihar,Ecom Express,23-11-2024,30-11-2024,29-11-2024,Delivered,6,321.81,Same Day,Delivered,,4,Good,Yes
SHP000317,ORD000317,2,Surat, Madhya Pradesh,Blue Dart,18-06-2025,22-06-2025,24-06-2025,Returned,6,168.25,Standard,Returned to Warehouse,,3,Average,No
SHP000318,ORD000318,13,Satara, Goa,Delhivery,28-07-2024,02-08-2024,02-08-2024,Delivered,5,372.08,Standard,Delivered,,4,Good,Yes
SHP000319,ORD000319,23,Tirunelveli, Odisha,DTDC,03-05-2025,07-05-2025,,In Transit,,928.09,Standard,Arrived at Hub,,,,Pending
SHP000320,ORD000320,3,Shimoga, Madhya Pradesh,India Post,13-07-2025,18-07-2025,17-07-2025,Delivered,4,459.08,Standard,Delivered,,5,Excellent,Yes
SHP000321,ORD000321,6,Dhule, Odisha,Blue Dart,15-08-2024,19-08-2024,19-08-2024,Delivered,4,147.47,Express,Delivered,,1,Very Poor,Yes
SHP000322,ORD000322,10,Rajpur Sonarpur, Andhra Pradesh,Blue Dart,15-06-2025,20-06-2025,25-06-2025,Delayed,10,622.49,Standard,Delivery Delayed,Supplier Delay,,,No
